epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15524.1,1.28047,1.25149,1.26205,0.93807,0.88169,0.92976,0.57629,1.28503,0.873,1.29347,0.000666163,0.000666163,0.000666163
